,group,norm type,rho,eta,near factor,S or R,Sample,Linear Shrinkage,Nonlinear Shrinkage,Info Band
46,S,fro,0.95,0.8,2.0,60.93183913697848,19.415185992083465,19.802159754731857,18.654993594314636,53.91305382632787
47,R,fro,0.95,0.8,2.0,60.93183913697848,18.408534854465838,18.293257583117875,17.43976156405979,53.781397237330474
48,S,fro,0.95,1.0,0.5,60.93183913697848,22.879199166971556,21.25457005162722,20.94300179155289,17.647076592013516
49,R,fro,0.95,1.0,0.5,60.93183913697848,21.142065520985938,19.645084612742675,19.206091192204624,14.829449109571936
50,S,fro,0.95,1.0,1.0,60.93183913697848,17.936082971691118,17.05962676660782,16.779820756403385,58.683212462219196
51,R,fro,0.95,1.0,1.0,60.93183913697848,16.451739437524,15.844492601189659,15.550797505177764,58.64036308303826
52,S,fro,0.95,1.0,2.0,60.93183913697848,23.698293630901407,20.813193490133198,22.085242232485797,16.280967754869092
53,R,fro,0.95,1.0,2.0,60.93183913697848,20.731994133665573,19.134510793715638,19.727359238825144,12.076962069834652
54,S,fro,0.99,0.5,0.5,122.63555970580184,12.649380828264347,14.409299301710918,12.728517331708069,118.42571225728094
55,R,fro,0.99,0.5,0.5,122.63555970580184,9.258237471563412,9.557271199307271,9.349025308109049,118.39785717978376
56,S,fro,0.99,0.5,1.0,122.63555970580184,19.05601234390807,22.6174321600351,19.198426375588017,119.80756396941024
57,R,fro,0.99,0.5,1.0,122.63555970580184,8.748420906638701,9.725420793065492,9.377168963430275,119.75413585302547
58,S,fro,0.99,0.5,2.0,122.63555970580184,14.280405475883876,11.044944420481825,14.664293892427779,113.00570371636452
59,R,fro,0.99,0.5,2.0,122.63555970580184,8.289090484949448,7.535158751682671,7.8202032138924995,112.93295694753503
60,S,fro,0.99,0.8,0.5,122.63555970580184,19.338042136800013,22.03381290783909,20.919937773927913,105.16162041153709
61,R,fro,0.99,0.8,0.5,122.63555970580184,14.563433930452849,16.030642096718854,16.68376461933406,104.95759460817531
62,S,fro,0.99,0.8,1.0,122.63555970580184,24.70235073708177,25.798407062961893,25.609364081652373,112.71010373371641
63,R,fro,0.99,0.8,1.0,122.63555970580184,15.057515322245692,16.086472454159278,16.77743267339448,112.42670769655217
64,S,fro,0.99,0.8,2.0,122.63555970580184,27.67761447437417,30.77361418392126,28.727639672493996,111.44539420492193
65,R,fro,0.99,0.8,2.0,122.63555970580184,17.56272766715412,19.468676431880162,19.622062223306767,111.18199079465694
66,S,fro,0.99,1.0,0.5,122.63555970580184,27.179568015586813,22.441021253377617,27.785034226665378,41.65438162991645
67,R,fro,0.99,1.0,0.5,122.63555970580184,8.611343404685572,8.81703491992877,8.843148173913159,33.40372062846972
68,S,fro,0.99,1.0,1.0,122.63555970580184,20.80363906902905,23.669669428610586,21.368319080667625,120.24611461280027
69,R,fro,0.99,1.0,1.0,122.63555970580184,12.220200564178512,13.893566505812387,13.644267797996958,120.20566794320648
70,S,fro,0.99,1.0,2.0,122.63555970580184,38.119011945196,32.865111137049276,38.7498561777882,121.52960835869536
71,R,fro,0.99,1.0,2.0,122.63555970580184,18.731266819435405,16.576343003018284,17.89782949577292,121.48708832720618
72,S,2,0.8,0.5,0.5,8.959507988743779,7.52242680600814,5.802808061663363,5.5561967776795305,7.601181549516423
73,R,2,0.8,0.5,0.5,8.959507988743779,7.238916258138121,5.706011080056948,5.46786671016244,7.569944037608569
74,S,2,0.8,0.5,1.0,8.959507988743779,10.6057824354931,5.275230551815971,5.8037720454367365,7.587203374370904
75,R,2,0.8,0.5,1.0,8.959507988743779,10.104893057347013,5.226839726986842,5.435360882960754,7.573126813735225
76,S,2,0.8,0.5,2.0,8.959507988743779,7.279179974005994,5.06901389346842,4.774697900751381,3.113198573825921
77,R,2,0.8,0.5,2.0,8.959507988743779,6.369124660825643,5.0095943756183745,4.7503165069505,1.998849961766849
78,S,2,0.8,0.8,0.5,8.959507988743779,7.451287573639895,5.429123868524176,5.097424553801024,2.431330939176871
79,R,2,0.8,0.8,0.5,8.959507988743779,7.472103564420722,5.381982973837156,5.0742460517090064,1.8199961760370187
80,S,2,0.8,0.8,1.0,8.959507988743779,7.121618045374268,5.361997410167903,5.0818542157328785,2.664359921464703
81,R,2,0.8,0.8,1.0,8.959507988743779,6.627658039417347,5.29878174374539,5.0459892653145575,2.2183520348464225
82,S,2,0.8,0.8,2.0,8.959507988743779,8.136562491851631,5.79727206428338,5.526358834496919,2.525082537608068
83,R,2,0.8,0.8,2.0,8.959507988743779,7.394985109691567,5.731581627056806,5.481595252510544,2.003140983750952
84,S,2,0.8,1.0,0.5,8.959507988743779,7.642210060207543,5.476099068587875,5.214002141380016,8.008725365969207
85,R,2,0.8,1.0,0.5,8.959507988743779,7.596113141650148,5.367132167195272,5.143882645624938,7.959507988743777
86,S,2,0.8,1.0,1.0,8.959507988743779,6.9342274490712805,5.912224439767836,5.688808256067232,7.696025293553323
87,R,2,0.8,1.0,1.0,8.959507988743779,7.021160496422155,5.789748145213167,5.590524879377142,7.671508389535939
88,S,2,0.8,1.0,2.0,8.959507988743779,7.720603119956139,5.251952465651971,4.986980584524767,6.140214472122339
89,R,2,0.8,1.0,2.0,8.959507988743779,7.930018921610234,5.1594277980814685,4.929102685699515,6.048409920918059
90,S,2,0.9,0.5,0.5,18.654153932214907,9.971756324898646,10.426841822190262,9.90258098793277,7.248406425750446
91,R,2,0.9,0.5,0.5,18.654153932214907,10.812413513449574,10.088260527835898,9.585502267426477,6.435241126627474
92,S,2,0.9,0.5,1.0,18.654153932214907,8.509640714793004,6.9299954500425045,6.326741584425951,17.195531628484662
93,R,2,0.9,0.5,1.0,18.654153932214907,8.387305113213518,6.560480131816218,6.001090205157308,17.194000848820988
94,S,2,0.9,0.5,2.0,18.654153932214907,9.28432789915202,7.069295518999927,6.502425968604624,17.217145185367624
95,R,2,0.9,0.5,2.0,18.654153932214907,9.138788594273612,6.746816766581925,6.270020709624587,17.197254934701146
96,S,2,0.9,0.8,0.5,18.654153932214907,10.795546098565607,9.02000625411307,8.603469538729906,6.0173193843624055
97,R,2,0.9,0.8,0.5,18.654153932214907,9.31438287605266,8.544257160289511,8.19715469894187,3.628223509571269
98,S,2,0.9,0.8,1.0,18.654153932214907,7.788029412768581,8.781876798874404,7.932554979132418,9.467402014948206
99,R,2,0.9,0.8,1.0,18.654153932214907,6.903081601108646,8.29591665785935,7.700253238892169,9.142401506554329
100,S,2,0.9,0.8,2.0,18.654153932214907,7.8536218076564115,6.985834770237578,6.271034937624558,9.476833642242063
101,R,2,0.9,0.8,2.0,18.654153932214907,7.005536433312501,6.666355234946432,6.062612469512693,9.217725179017402
102,S,2,0.9,1.0,0.5,18.654153932214907,8.842748073008552,8.845053992269598,8.106331774976198,17.27482596691065
103,R,2,0.9,1.0,0.5,18.654153932214907,7.80816396146944,8.385328074986843,7.759250506750616,17.29082969090004
104,S,2,0.9,1.0,1.0,18.654153932214907,9.947330332590333,8.166295632375215,7.277578701743628,17.25786079168975
105,R,2,0.9,1.0,1.0,18.654153932214907,8.886675267610668,7.73406306089172,7.05365321478064,17.290036087764662
106,S,2,0.9,1.0,2.0,18.654153932214907,9.718997271307215,7.499344561557826,6.877643471084701,17.631271338967263
107,R,2,0.9,1.0,2.0,18.654153932214907,8.744546899774766,7.820602426635065,7.341784172378719,17.654153932214896
108,S,2,0.95,0.5,0.5,36.58146280828905,13.420481085898242,12.257531443350533,11.970053801796167,30.09537797550467
109,R,2,0.95,0.5,0.5,36.58146280828905,8.812821442656471,9.838329021875403,9.771894616747566,30.07672005881915
110,S,2,0.95,0.5,1.0,36.58146280828905,10.885811854239995,11.63186476019894,11.311010351510028,30.858428379899348
111,R,2,0.95,0.5,1.0,36.58146280828905,9.767431876740199,10.856924383735292,10.898161117608678,30.83714692347131
112,S,2,0.95,0.5,2.0,36.58146280828905,12.003638618819425,9.461856745187138,9.273517904806384,35.09432032724615
113,R,2,0.95,0.5,2.0,36.58146280828905,9.391522519563873,9.170057541229516,8.94374683959092,35.08987420226625
114,S,2,0.95,0.8,0.5,36.58146280828905,10.046193858406602,10.508294770280338,10.010899190944688,24.713759300639893
115,R,2,0.95,0.8,0.5,36.58146280828905,9.067756625381884,9.447574033985585,9.154677590796048,24.472405317505018
116,S,2,0.95,0.8,1.0,36.58146280828905,8.838418333513648,10.345559312698144,9.367670316596618,32.09345399813941
117,R,2,0.95,0.8,1.0,36.58146280828905,8.124584839133252,9.371073372995152,8.76747871849228,32.14865722531049
118,S,2,0.95,0.8,2.0,36.58146280828905,17.749421159106596,13.122458361624004,13.362530088870434,24.749803637914233
119,R,2,0.95,0.8,2.0,36.58146280828905,13.482426539885541,9.936313708531104,9.884390621451507,25.024431049465928
120,S,2,0.95,1.0,0.5,36.58146280828905,14.359371615559585,10.54157880839034,13.322229874331608,32.9430057395283
121,R,2,0.95,1.0,0.5,36.58146280828905,9.873608100756496,7.136508075573922,9.40531845289159,33.1843065333999
122,S,2,0.95,1.0,1.0,36.58146280828905,11.843730492390925,13.785089752527327,12.653563172818904,10.599303411162527
123,R,2,0.95,1.0,1.0,36.58146280828905,9.33385622342884,11.582694251483982,10.503204954699328,7.010383934464206
124,S,2,0.95,1.0,2.0,36.58146280828905,10.30404450806586,12.393568752846113,11.458561079303504,35.19468169134375
125,R,2,0.95,1.0,2.0,36.58146280828905,8.954434469608838,10.59821255405266,10.415438510303387,35.19023038384942
126,S,2,0.99,0.5,0.5,114.66779080967883,20.56587845215354,24.113002421970226,20.677601685640482,113.33261397642195
127,R,2,0.99,0.5,0.5,114.66779080967883,6.704522755108848,9.054743040736467,7.946764302219094,113.14177133786859
128,S,2,0.99,0.5,1.0,114.66779080967883,13.588186108345045,10.617486919315525,13.783752257146148,111.03672724252556
129,R,2,0.99,0.5,1.0,114.66779080967883,7.930920205013217,8.829402749199685,7.58284087262704,111.13645672130345
130,S,2,0.99,0.5,2.0,114.66779080967883,15.85249713634943,12.56896020424146,16.234182491268566,108.14394404393953
131,R,2,0.99,0.5,2.0,114.66779080967883,7.33251895957428,8.91083078039041,7.345488997032037,108.39058668828191
132,S,2,0.99,0.8,0.5,114.66779080967883,22.87790865246174,17.9384357836505,23.347228334609873,101.16229180449092
133,R,2,0.99,0.8,0.5,114.66779080967883,9.6148135334843,7.241413401404105,9.29833485700892,102.1607724044862
134,S,2,0.99,0.8,1.0,114.66779080967883,29.33688420123346,23.65296484528395,29.89449095623451,99.9714275363615
135,R,2,0.99,0.8,1.0,114.66779080967883,8.188132193394408,7.3297017723828715,6.854498998596811,102.13870161820347
136,S,2,0.99,0.8,2.0,114.66779080967883,21.62699257581748,16.133015804136644,22.152814630863467,100.58888109599077
137,R,2,0.99,0.8,2.0,114.66779080967883,6.014241668094181,3.1533638762088185,4.625874471676284,102.14061580592569
138,S,2,0.99,1.0,0.5,114.66779080967883,14.374446419441409,13.281562058221532,14.948833206548164,21.188511596532496
139,R,2,0.99,1.0,0.5,114.66779080967883,15.067395373889998,11.841129326647366,13.659254984295972,21.97929934626235
140,S,2,0.99,1.0,1.0,114.66779080967883,25.808144410913656,29.74620041792317,26.907687297107504,36.33617492779312
141,R,2,0.99,1.0,1.0,114.66779080967883,17.064525323909056,20.23334729323299,19.69522350272227,28.0037586801811
142,S,2,0.99,1.0,2.0,114.66779080967883,36.91000521215564,40.691097918487955,37.509481702147234,113.884500311603
143,R,2,0.99,1.0,2.0,114.66779080967883,14.15659921468756,18.23298413313529,16.669018523143095,113.66779080967886
144,S,1,0.8,0.5,0.5,8.999999998166672,19.745547536255575,14.48271784134392,13.797459448506787,4.880270458817752
145,R,1,0.8,0.5,0.5,8.999999998166672,18.99866711161923,14.462336680941073,13.771123161816215,4.208178341459304
146,S,1,0.8,0.5,1.0,8.999999998166672,21.686466094340965,15.018119110902596,14.873031142369365,5.528036328572275
147,R,1,0.8,0.5,1.0,8.999999998166672,19.76328975045776,14.847811944762123,14.975577555459259,4.784262231565335
148,S,1,0.8,0.5,2.0,8.999999998166672,22.821932236787614,15.71871873132862,15.71502396738314,6.712216159491938
149,R,1,0.8,0.5,2.0,8.999999998166672,21.030867239840674,15.732172466519728,15.255169108798542,4.447041819710757
150,S,1,0.8,0.8,0.5,8.999999998166672,20.793908119796132,15.398659552207448,14.925502963138934,5.575621185081099
151,R,1,0.8,0.8,0.5,8.999999998166672,20.46490753586409,15.412843065202246,14.948450179411294,3.7828067704298327
152,S,1,0.8,0.8,1.0,8.999999998166672,23.940262964621674,16.017493877103423,15.839438694545876,4.843001505341816
153,R,1,0.8,0.8,1.0,8.999999998166672,21.925023936293982,15.886349197070853,15.709035129922192,3.899575428386012
154,S,1,0.8,0.8,2.0,8.999999998166672,23.809080847461885,14.935456289863312,14.791477201876772,8.380856801638275
155,R,1,0.8,0.8,2.0,8.999999998166672,21.71780593538224,14.48814837849151,14.37357557398986,7.9999999978870875
156,S,1,0.8,1.0,0.5,8.999999998166672,22.8675472800181,15.327294704488375,14.882518654390369,5.182050543815858
157,R,1,0.8,1.0,0.5,8.999999998166672,20.371728700889985,15.281527188294964,14.82224451499528,3.586395863825313
158,S,1,0.8,1.0,1.0,8.999999998166672,20.41657816039715,14.611323789239416,14.1635635111991,4.263069675600982
159,R,1,0.8,1.0,1.0,8.999999998166672,19.811167862438335,15.008157478450759,14.447639998063371,3.1539563184450685
160,S,1,0.8,1.0,2.0,8.999999998166672,22.61218690059463,16.929061236854103,16.329144933256412,7.403956568097285
161,R,1,0.8,1.0,2.0,8.999999998166672,23.466268812347185,17.26217919138622,16.647679168546567,6.535901867570452
162,S,1,0.9,0.5,0.5,18.999495333421144,24.174090487204165,20.581833763644532,20.029776205928194,15.684849453238053
163,R,1,0.9,0.5,0.5,18.999495333421144,24.147739475440417,20.32403611325194,19.88324024048353,14.88756425379374
164,S,1,0.9,0.5,1.0,18.999495333421144,24.292521448282848,21.167943786991643,20.030059772683348,15.686359572371721
165,R,1,0.9,0.5,1.0,18.999495333421144,21.366684030770262,20.67129631153074,19.67424086742578,14.915838081406632
166,S,1,0.9,0.5,2.0,18.999495333421144,22.611195556172706,20.103451901347245,19.555707753121997,15.571530560512427
167,R,1,0.9,0.5,2.0,18.999495333421144,20.385052200138773,19.69011822362615,19.090976947915113,14.964736850087247
168,S,1,0.9,0.8,0.5,18.999495333421144,22.90888264784421,20.663691821803756,19.485244249384664,11.197902256785818
169,R,1,0.9,0.8,0.5,18.999495333421144,22.36641227508131,20.479659590784085,19.618508359750095,9.534481761332165
170,S,1,0.9,0.8,1.0,18.999495333421144,27.37031638951933,19.761255178589053,20.15481078946248,18.28239359678248
171,R,1,0.9,0.8,1.0,18.999495333421144,22.229789498077494,19.574999884505242,20.075994633673538,17.99947844889733
172,S,1,0.9,0.8,2.0,18.999495333421144,23.246641319240634,21.80654950309327,22.55063136481035,10.103299279494594
173,R,1,0.9,0.8,2.0,18.999495333421144,23.365253432666943,21.88098571513709,22.49642805345809,7.5341960220609225
174,S,1,0.9,1.0,0.5,18.999495333421144,26.509702263445607,20.667938579184536,19.0701572701861,9.423554001118033
175,R,1,0.9,1.0,0.5,18.999495333421144,23.75488324415079,20.25789984824761,18.710515566607043,6.631237813732748
176,S,1,0.9,1.0,1.0,18.999495333421144,23.16098420265815,18.517850835759116,17.815986185512088,18.235312564970034
177,R,1,0.9,1.0,1.0,18.999495333421144,20.637930483027755,18.499000531074888,17.923570623473154,17.99947844889733
178,S,1,0.9,1.0,2.0,18.999495333421144,23.308176271344326,19.790301166422676,19.191781536745484,17.227023547738103
179,R,1,0.9,1.0,2.0,18.999495333421144,19.898632897070534,18.765996445679125,18.295495151747748,16.266068319187184
180,S,1,0.95,0.5,0.5,38.769099360406955,33.54444653690021,26.7458244423197,26.38489250359619,37.99113025822864
181,R,1,0.95,0.5,0.5,38.769099360406955,25.12135802526488,25.97703168522685,24.066157624818395,37.769099360406955
182,S,1,0.95,0.5,1.0,38.769099360406955,29.675591049939438,30.68769750701957,28.950878744494155,32.37208722231559
183,R,1,0.95,0.5,1.0,38.769099360406955,22.583752195709767,24.821500217735366,22.85658910276359,27.91322572380586
184,S,1,0.95,0.5,2.0,38.769099360406955,25.386671933669074,26.088895033681883,25.03086286906246,34.29590216507341
185,R,1,0.95,0.5,2.0,38.769099360406955,23.311647915625183,24.12700497675785,22.867059968828265,34.01458739700896
186,S,1,0.95,0.8,0.5,38.769099360406955,32.101313166687156,25.624417342353645,24.427370870014617,31.256009242525273
187,R,1,0.95,0.8,0.5,38.769099360406955,23.88477577578268,21.49638740792486,21.072230168138297,30.352730612120183
188,S,1,0.95,0.8,1.0,38.769099360406955,33.122677726366824,27.387202206480055,26.161373130113972,35.765479061358604
189,R,1,0.95,0.8,1.0,38.769099360406955,23.21082386989493,20.676478664874956,18.89685959445792,35.044779520041956
190,S,1,0.95,0.8,2.0,38.769099360406955,30.33650411130584,28.1532253345532,29.12087127187718,38.11702714071418
191,R,1,0.95,0.8,2.0,38.769099360406955,26.81079853020623,26.829599139097947,28.14572668625121,37.769099360406955
192,S,1,0.95,1.0,0.5,38.769099360406955,26.712256933781404,21.393265550939596,21.03295742300341,33.019941868801546
193,R,1,0.95,1.0,0.5,38.769099360406955,20.913777240627162,19.153130153780943,17.751296307676668,30.98317627042076
194,S,1,0.95,1.0,1.0,38.769099360406955,35.47535029121215,31.45208497127731,30.522825011671475,23.90920587722821
195,R,1,0.95,1.0,1.0,38.769099360406955,27.514227188166117,28.282775929773624,27.411072721619593,13.259839625900353
196,S,1,0.95,1.0,2.0,38.769099360406955,24.81706941180988,22.362163280945026,22.420277065744866,38.0607951383288
197,R,1,0.95,1.0,2.0,38.769099360406955,24.109568969892262,23.002475722081623,22.786464764916047,37.769099360406955
198,S,1,0.99,0.5,0.5,126.15956408662726,27.382503120850753,21.343872360273902,27.518217944786866,123.31938252230559
199,R,1,0.99,0.5,0.5,126.15956408662726,14.789165422539746,12.753217928705231,13.251078646545503,123.17287986275707
200,S,1,0.99,0.5,1.0,126.15956408662726,31.86619690233959,25.993212752902558,32.45577487260118,121.51018926933116
201,R,1,0.99,0.5,1.0,126.15956408662726,18.60347802205161,16.275218285170464,17.54284407654965,121.17052943540799
202,S,1,0.99,0.5,2.0,126.15956408662726,47.99990314862481,50.31118752411925,47.831306245237364,123.54265703831831
203,R,1,0.99,0.5,2.0,126.15956408662726,36.287225234513045,38.90413195899783,37.75270806671825,123.18485153946021
204,S,1,0.99,0.8,0.5,126.15956408662726,24.796792815292637,28.937316793930407,25.236096623382352,115.55895330706767
205,R,1,0.99,0.8,0.5,126.15956408662726,13.82272931467985,17.42515577382063,16.36716541992077,113.65232912515835
206,S,1,0.99,0.8,1.0,126.15956408662726,19.82243780272497,23.66170254076615,19.74233138316703,115.38197483863034
207,R,1,0.99,0.8,1.0,126.15956408662726,13.099864083841418,14.40630776510481,14.459076259805652,113.66411863209272
208,S,1,0.99,0.8,2.0,126.15956408662726,37.685467919660674,31.90793990214709,38.39459573362001,115.63552362172781
209,R,1,0.99,0.8,2.0,126.15956408662726,16.290446901695784,14.261298014860413,15.04148876851966,112.70395318508417
210,S,1,0.99,1.0,0.5,126.15956408662726,28.923237905346287,31.938875701020816,30.669152148381844,123.35019646052675
211,R,1,0.99,1.0,0.5,126.15956408662726,18.807373070992394,22.389522542914822,21.370233144223587,123.17430154262313
212,S,1,0.99,1.0,1.0,126.15956408662726,42.635451291328856,45.81125922628734,42.88280652644762,123.50463555275506
213,R,1,0.99,1.0,1.0,126.15956408662726,26.95615777326332,30.741798329169733,29.442531223592503,123.18616431646268
214,S,1,0.99,1.0,2.0,126.15956408662726,27.099320688534856,30.116850012350515,26.73978563982998,125.29004281943651
215,R,1,0.99,1.0,2.0,126.15956408662726,23.647166183797584,26.283675658252974,24.889868703330155,125.13749048406565
