,group,norm type,rho,eta,near factor,S or R,Sample,Linear Shrinkage,Nonlinear Shrinkage,Info Band
16,S,fro,0.8,1.0,0.5,47.62248664830408,35.60946218153461,27.408812328605737,26.780900290448184,41.0314133805535
17,R,fro,0.8,1.0,0.5,47.62248664830408,35.41368446404787,27.285134697477556,26.68548034490856,40.952796690393825
18,S,2,0.8,1.0,0.5,8.993148140582399,8.797265818574544,5.851559793549797,5.572279146366434,7.863738335318844
19,R,2,0.8,1.0,0.5,8.993148140582399,8.706242955158805,5.761758754537819,5.4785204292939715,7.870929270522621
20,S,fro,0.8,1.0,2.0,47.62248664830408,35.60946218153461,27.408812328605737,26.780900290448184,41.0314133805535
21,R,fro,0.8,1.0,2.0,47.62248664830408,35.41368446404787,27.285134697477556,26.68548034490856,40.952796690393825
22,S,2,0.8,1.0,2.0,8.993148140582399,8.797265818574544,5.851559793549797,5.572279146366434,7.863738335318844
23,R,2,0.8,1.0,2.0,8.993148140582399,8.706242955158805,5.761758754537819,5.4785204292939715,7.870929270522621
24,S,fro,0.9,0.5,0.5,68.68975577534437,35.87136239823682,31.881854130268056,30.732290819382992,56.84502841735155
25,R,fro,0.9,0.5,0.5,68.68975577534437,35.894296407324006,31.557412992829647,30.452990303814346,56.73314145608796
26,S,2,0.9,0.5,0.5,18.93754534891772,12.503660620015458,10.16125180193967,9.460810402466386,15.761178298483328
27,R,2,0.9,0.5,0.5,18.93754534891772,12.741526834737032,9.895274894005626,9.210594321461109,15.696637500511839
28,S,fro,0.9,0.5,2.0,68.68975577534437,35.87136239823682,31.881854130268056,30.732290819382992,15.484540038958732
29,R,fro,0.9,0.5,2.0,68.68975577534437,35.894296407324006,31.557412992829647,30.452990303814346,14.220027832486828
30,S,2,0.9,0.5,2.0,18.93754534891772,12.503660620015458,10.16125180193967,9.460810402466386,3.912766882364981
31,R,2,0.9,0.5,2.0,18.93754534891772,12.741526834737032,9.895274894005626,9.210594321461109,3.0651669292538704
32,S,fro,0.9,0.8,0.5,68.68975577534437,35.87136239823682,31.881854130268056,30.732290819382992,56.85661693483802
33,R,fro,0.9,0.8,0.5,68.68975577534437,35.894296407324006,31.557412992829647,30.452990303814346,56.74469272335363
34,S,2,0.9,0.8,0.5,18.93754534891772,12.503660620015458,10.16125180193967,9.460810402466386,15.734390208409652
35,R,2,0.9,0.8,0.5,18.93754534891772,12.741526834737032,9.895274894005626,9.210594321461109,15.679135892028906
36,S,fro,0.9,0.8,2.0,68.68975577534437,35.87136239823682,31.881854130268056,30.732290819382992,14.732243513789085
37,R,fro,0.9,0.8,2.0,68.68975577534437,35.894296407324006,31.557412992829647,30.452990303814346,13.410993001240634
38,S,2,0.9,0.8,2.0,18.93754534891772,12.503660620015458,10.16125180193967,9.460810402466386,3.691014609158126
39,R,2,0.9,0.8,2.0,18.93754534891772,12.741526834737032,9.895274894005626,9.210594321461109,2.9659462009352655
40,S,fro,0.9,1.0,0.5,68.68975577534437,35.87136239823682,31.881854130268056,30.732290819382992,57.117940377544784
41,R,fro,0.9,1.0,0.5,68.68975577534437,35.894296407324006,31.557412992829647,30.452990303814346,57.00978772498127
42,S,2,0.9,1.0,0.5,18.93754534891772,12.503660620015458,10.16125180193967,9.460810402466386,15.862103370092644
43,R,2,0.9,1.0,0.5,18.93754534891772,12.741526834737032,9.895274894005626,9.210594321461109,15.803962943483262
44,S,fro,0.9,1.0,2.0,68.68975577534437,35.87136239823682,31.881854130268056,30.732290819382992,57.117940377544784
45,R,fro,0.9,1.0,2.0,68.68975577534437,35.894296407324006,31.557412992829647,30.452990303814346,57.00978772498127
46,S,2,0.9,1.0,2.0,18.93754534891772,12.503660620015458,10.16125180193967,9.460810402466386,15.862103370092644
47,R,2,0.9,1.0,2.0,18.93754534891772,12.741526834737032,9.895274894005626,9.210594321461109,15.803962943483262
48,S,fro,0.95,0.5,0.5,97.80866615094735,34.61448408375094,32.58077719311471,31.375067542745118,74.33114670150015
49,R,fro,0.95,0.5,0.5,97.80866615094735,32.927370754949294,31.23792697894712,30.268290895178588,74.0554381007901
50,S,2,0.95,0.5,0.5,38.50264813100928,14.042407410175132,14.421439306645794,13.350592280659992,29.171813962043103
51,R,2,0.95,0.5,0.5,38.50264813100928,12.891312932183869,13.717988467463506,12.846474550647805,29.074995979215064
52,S,fro,0.95,0.5,2.0,97.80866615094735,34.61448408375094,32.58077719311471,31.375067542745118,81.80454511085847
53,R,fro,0.95,0.5,2.0,97.80866615094735,32.927370754949294,31.23792697894712,30.268290895178588,81.62968016872192
54,S,2,0.95,0.5,2.0,38.50264813100928,14.042407410175132,14.421439306645794,13.350592280659992,32.025983191982746
55,R,2,0.95,0.5,2.0,38.50264813100928,12.891312932183869,13.717988467463506,12.846474550647805,31.96898675825852
56,S,fro,0.95,0.8,0.5,97.80866615094735,34.61448408375094,32.58077719311471,31.375067542745118,84.55956518677996
57,R,fro,0.95,0.8,0.5,97.80866615094735,32.927370754949294,31.23792697894712,30.268290895178588,84.42182225441383
58,S,2,0.95,0.8,0.5,38.50264813100928,14.042407410175132,14.421439306645794,13.350592280659992,33.32372159332379
59,R,2,0.95,0.8,0.5,38.50264813100928,12.891312932183869,13.717988467463506,12.846474550647805,33.278592891211424
60,S,fro,0.95,0.8,2.0,97.80866615094735,34.61448408375094,32.58077719311471,31.375067542745118,69.93225913084828
61,R,fro,0.95,0.8,2.0,97.80866615094735,32.927370754949294,31.23792697894712,30.268290895178588,69.58888261336855
62,S,2,0.95,0.8,2.0,38.50264813100928,14.042407410175132,14.421439306645794,13.350592280659992,27.579975813183193
63,R,2,0.95,0.8,2.0,38.50264813100928,12.891312932183869,13.717988467463506,12.846474550647805,27.45779681937422
64,S,fro,0.95,1.0,0.5,97.80866615094735,34.61448408375094,32.58077719311471,31.375067542745118,84.76715988688208
65,R,fro,0.95,1.0,0.5,97.80866615094735,32.927370754949294,31.23792697894712,30.268290895178588,84.63049315330963
66,S,2,0.95,1.0,0.5,38.50264813100928,14.042407410175132,14.421439306645794,13.350592280659992,33.462224092415205
67,R,2,0.95,1.0,0.5,38.50264813100928,12.891312932183869,13.717988467463506,12.846474550647805,33.420450390967865
68,S,fro,0.95,1.0,2.0,97.80866615094735,34.61448408375094,32.58077719311471,31.375067542745118,84.76715988688208
69,R,fro,0.95,1.0,2.0,97.80866615094735,32.927370754949294,31.23792697894712,30.268290895178588,84.63049315330963
70,S,2,0.95,1.0,2.0,38.50264813100928,14.042407410175132,14.421439306645794,13.350592280659992,33.462224092415205
71,R,2,0.95,1.0,2.0,38.50264813100928,12.891312932183869,13.717988467463506,12.846474550647805,33.420450390967865
72,S,fro,0.99,0.5,0.5,211.66387261535434,52.504166406979564,46.65525822910556,51.68659073141391,208.22157276313644
73,R,fro,0.99,0.5,0.5,211.66387261535434,32.364327423371414,31.227620271547956,33.53964272167182,208.14287800047626
74,S,2,0.99,0.5,0.5,164.8475212829634,42.73602836395255,36.341179324497,39.32207937608181,161.50837984742898
75,R,2,0.99,0.5,0.5,164.8475212829634,18.275181525549456,20.05046224338949,19.96200969523707,161.86633670202343
76,S,fro,0.99,0.5,2.0,211.66387261535434,52.504166406979564,46.65525822910556,51.68659073141391,208.22157276313644
77,R,fro,0.99,0.5,2.0,211.66387261535434,32.364327423371414,31.227620271547956,33.53964272167182,208.14287800047626
78,S,2,0.99,0.5,2.0,164.8475212829634,42.73602836395255,36.341179324497,39.32207937608181,161.50837984742898
79,R,2,0.99,0.5,2.0,164.8475212829634,18.275181525549456,20.05046224338949,19.96200969523707,161.86633670202343
80,S,fro,0.99,0.8,0.5,211.66387261535434,52.504166406979564,46.65525822910556,51.68659073141391,209.90310806748798
81,R,fro,0.99,0.8,0.5,211.66387261535434,32.364327423371414,31.227620271547956,33.53964272167182,209.86388244703602
82,S,2,0.99,0.8,0.5,164.8475212829634,42.73602836395255,36.341179324497,39.32207937608181,163.15029499741075
83,R,2,0.99,0.8,0.5,164.8475212829634,18.275181525549456,20.05046224338949,19.96200969523707,163.3304513518345
84,S,fro,0.99,0.8,2.0,211.66387261535434,52.504166406979564,46.65525822910556,51.68659073141391,206.1938120332449
85,R,fro,0.99,0.8,2.0,211.66387261535434,32.364327423371414,31.227620271547956,33.53964272167182,206.06481055543702
86,S,2,0.99,0.8,2.0,164.8475212829634,42.73602836395255,36.341179324497,39.32207937608181,159.47444104169307
87,R,2,0.99,0.8,2.0,164.8475212829634,18.275181525549456,20.05046224338949,19.96200969523707,160.05208568377572
88,S,fro,0.99,1.0,0.5,211.66387261535434,52.504166406979564,46.65525822910556,51.68659073141391,208.22157276313644
89,R,fro,0.99,1.0,0.5,211.66387261535434,32.364327423371414,31.227620271547956,33.53964272167182,208.14287800047626
90,S,2,0.99,1.0,0.5,164.8475212829634,42.73602836395255,36.341179324497,39.32207937608181,161.50837984742898
91,R,2,0.99,1.0,0.5,164.8475212829634,18.275181525549456,20.05046224338949,19.96200969523707,161.86633670202343
92,S,fro,0.99,1.0,2.0,211.66387261535434,52.504166406979564,46.65525822910556,51.68659073141391,208.22157276313644
93,R,fro,0.99,1.0,2.0,211.66387261535434,32.364327423371414,31.227620271547956,33.53964272167182,208.14287800047626
94,S,2,0.99,1.0,2.0,164.8475212829634,42.73602836395255,36.341179324497,39.32207937608181,161.50837984742898
95,R,2,0.99,1.0,2.0,164.8475212829634,18.275181525549456,20.05046224338949,19.96200969523707,161.86633670202343
