,group,norm type,rho,eta,near factor,S or R,Sample,Linear Shrinkage,Nonlinear Shrinkage,Info Band
0,S,fro,0.8,0.5,0.5,36.83463212055729,15.161130762371135,14.053736682556348,13.613838895869057,30.869511936670442
1,R,fro,0.8,0.5,0.5,36.83463212055729,15.080855840340556,13.882040306826926,13.462493826714589,30.832012835900407
2,S,2,0.8,0.5,0.5,8.981431705061558,4.554450549250112,4.4138212801065375,4.114659141014044,7.615140096322661
3,R,2,0.8,0.5,0.5,8.981431705061558,4.5379498979516715,4.273457979757678,3.9715581023795727,7.6077808928487896
4,S,fro,0.8,0.5,2.0,36.83463212055729,15.161130762371135,14.053736682556348,13.613838895869057,30.765425403679853
5,R,fro,0.8,0.5,2.0,36.83463212055729,15.080855840340556,13.882040306826926,13.462493826714589,30.728162060449833
6,S,2,0.8,0.5,2.0,8.981431705061558,4.554450549250112,4.4138212801065375,4.114659141014044,7.558679683709111
7,R,2,0.8,0.5,2.0,8.981431705061558,4.5379498979516715,4.273457979757678,3.9715581023795727,7.536415622074202
8,S,fro,0.8,0.8,0.5,36.83463212055729,15.161130762371135,14.053736682556348,13.613838895869057,30.97344361772133
9,R,fro,0.8,0.8,0.5,36.83463212055729,15.080855840340556,13.882040306826926,13.462493826714589,30.93555974034296
10,S,2,0.8,0.8,0.5,8.981431705061558,4.554450549250112,4.4138212801065375,4.114659141014044,7.6100209915423465
11,R,2,0.8,0.8,0.5,8.981431705061558,4.5379498979516715,4.273457979757678,3.9715581023795727,7.595655288520001
12,S,fro,0.8,0.8,2.0,36.83463212055729,15.161130762371135,14.053736682556348,13.613838895869057,30.78825371491618
13,R,fro,0.8,0.8,2.0,36.83463212055729,15.080855840340556,13.882040306826926,13.462493826714589,30.748796169788598
14,S,2,0.8,0.8,2.0,8.981431705061558,4.554450549250112,4.4138212801065375,4.114659141014044,7.580123050968048
15,R,2,0.8,0.8,2.0,8.981431705061558,4.5379498979516715,4.273457979757678,3.9715581023795727,7.569066640422924
16,S,fro,0.8,1.0,0.5,36.83463212055729,15.161130762371135,14.053736682556348,13.613838895869057,31.542596538529743
17,R,fro,0.8,1.0,0.5,36.83463212055729,15.080855840340556,13.882040306826926,13.462493826714589,31.50925154090029
18,S,2,0.8,1.0,0.5,8.981431705061558,4.554450549250112,4.4138212801065375,4.114659141014044,7.781308162068855
19,R,2,0.8,1.0,0.5,8.981431705061558,4.5379498979516715,4.273457979757678,3.9715581023795727,7.771258332670826
20,S,fro,0.8,1.0,2.0,36.83463212055729,15.161130762371135,14.053736682556348,13.613838895869057,31.542596538529743
21,R,fro,0.8,1.0,2.0,36.83463212055729,15.080855840340556,13.882040306826926,13.462493826714589,31.50925154090029
22,S,2,0.8,1.0,2.0,8.981431705061558,4.554450549250112,4.4138212801065375,4.114659141014044,7.781308162068855
23,R,2,0.8,1.0,2.0,8.981431705061558,4.5379498979516715,4.273457979757678,3.9715581023795727,7.771258332670826
24,S,fro,0.9,0.5,0.5,53.03790522429895,15.344295052843206,14.734516604325533,14.181383480687561,48.7976117757282
25,R,fro,0.9,0.5,0.5,53.03790522429895,14.781276156646861,14.18796862290042,13.723153581178032,48.770624902399376
26,S,2,0.9,0.5,0.5,18.83553062398229,6.3832907554891225,5.522400596149422,5.219101377593271,17.38214253180623
27,R,2,0.9,0.5,0.5,18.83553062398229,6.068768624360816,5.08516969197853,4.859886719463687,17.353681996395267
28,S,fro,0.9,0.5,2.0,53.03790522429895,15.344295052843206,14.734516604325533,14.181383480687561,48.71556291547563
