,group,norm type,rho,eta,near factor,S or R,Sample,Linear Shrinkage,Nonlinear Shrinkage,Info Band
0,S,fro,0.8,0.5,0.5,36.83463212055729,43.45582970369803,25.9287428815223,25.825725555493268,31.05832373859194
1,R,fro,0.8,0.5,0.5,36.83463212055729,42.15739115785132,25.863495351790455,25.734325369183946,30.836869796597284
2,S,2,0.8,0.5,0.5,8.981431705061558,15.81598009014715,6.921779066046877,6.776043129866308,7.586046605152724
3,R,2,0.8,0.5,0.5,8.981431705061558,15.091469459281582,6.9028624534578595,6.7667325610151385,7.608286134700295
4,S,fro,0.8,0.5,2.0,36.83463212055729,43.45582970369803,25.9287428815223,25.825725555493268,30.952696996085535
5,R,fro,0.8,0.5,2.0,36.83463212055729,42.15739115785132,25.863495351790455,25.734325369183946,30.73396204113731
6,S,2,0.8,0.5,2.0,8.981431705061558,15.81598009014715,6.921779066046877,6.776043129866308,7.535308262478768
7,R,2,0.8,0.5,2.0,8.981431705061558,15.091469459281582,6.9028624534578595,6.7667325610151385,7.540164281203597
8,S,fro,0.8,0.8,0.5,36.83463212055729,43.45582970369803,25.9287428815223,25.825725555493268,31.147704280982516
9,R,fro,0.8,0.8,0.5,36.83463212055729,42.15739115785132,25.863495351790455,25.734325369183946,30.940991530987795
10,S,2,0.8,0.8,0.5,8.981431705061558,15.81598009014715,6.921779066046877,6.776043129866308,7.577811337184813
11,R,2,0.8,0.8,0.5,8.981431705061558,15.091469459281582,6.9028624534578595,6.7667325610151385,7.599761388969985
12,S,fro,0.8,0.8,2.0,36.83463212055729,43.45582970369803,25.9287428815223,25.825725555493268,30.970020720195617
13,R,fro,0.8,0.8,2.0,36.83463212055729,42.15739115785132,25.863495351790455,25.734325369183946,30.754329499241585
14,S,2,0.8,0.8,2.0,8.981431705061558,15.81598009014715,6.921779066046877,6.776043129866308,7.545858184766157
15,R,2,0.8,0.8,2.0,8.981431705061558,15.091469459281582,6.9028624534578595,6.7667325610151385,7.571275120161147
16,S,fro,0.8,1.0,0.5,36.83463212055729,43.45582970369803,25.9287428815223,25.825725555493268,31.704775410459554
17,R,fro,0.8,1.0,0.5,36.83463212055729,42.15739115785132,25.863495351790455,25.734325369183946,31.51240989619879
18,S,2,0.8,1.0,0.5,8.981431705061558,15.81598009014715,6.921779066046877,6.776043129866308,7.736538909789489
19,R,2,0.8,1.0,0.5,8.981431705061558,15.091469459281582,6.9028624534578595,6.7667325610151385,7.769336806250415
20,S,fro,0.8,1.0,2.0,36.83463212055729,43.45582970369803,25.9287428815223,25.825725555493268,31.704775410459554
21,R,fro,0.8,1.0,2.0,36.83463212055729,42.15739115785132,25.863495351790455,25.734325369183946,31.51240989619879
22,S,2,0.8,1.0,2.0,8.981431705061558,15.81598009014715,6.921779066046877,6.776043129866308,7.736538909789489
23,R,2,0.8,1.0,2.0,8.981431705061558,15.091469459281582,6.9028624534578595,6.7667325610151385,7.769336806250415
24,S,fro,0.9,0.5,0.5,53.03790522429895,43.13131591666805,33.412429664370016,32.877723673044585,45.309418830771854
25,R,fro,0.9,0.5,0.5,53.03790522429895,43.48787197606898,33.05597950165715,32.58629773771517,45.0451885793864
26,S,2,0.9,0.5,0.5,18.83553062398229,19.185245537632873,14.499147177920117,13.899405803692508,16.216428542540527
27,R,2,0.9,0.5,0.5,18.83553062398229,19.403518229754024,14.29017980692144,13.722702349963056,16.044540007761615
28,S,fro,0.9,0.5,2.0,53.03790522429895,43.13131591666805,33.412429664370016,32.877723673044585,34.603293852941064
29,R,fro,0.9,0.5,2.0,53.03790522429895,43.48787197606898,33.05597950165715,32.58629773771517,33.836104040794744
30,S,2,0.9,0.5,2.0,18.83553062398229,19.185245537632873,14.499147177920117,13.899405803692508,12.358201111602058
31,R,2,0.9,0.5,2.0,18.83553062398229,19.403518229754024,14.29017980692144,13.722702349963056,11.762024426896506
32,S,fro,0.9,0.8,0.5,53.03790522429895,43.13131591666805,33.412429664370016,32.877723673044585,44.04269813316984
33,R,fro,0.9,0.8,0.5,53.03790522429895,43.48787197606898,33.05597950165715,32.58629773771517,43.72005519476079
34,S,2,0.9,0.8,0.5,18.83553062398229,19.185245537632873,14.499147177920117,13.899405803692508,15.76122339175214
35,R,2,0.9,0.8,0.5,18.83553062398229,19.403518229754024,14.29017980692144,13.722702349963056,15.560648002714926
36,S,fro,0.9,0.8,2.0,53.03790522429895,43.13131591666805,33.412429664370016,32.877723673044585,42.109635849237705
37,R,fro,0.9,0.8,2.0,53.03790522429895,43.48787197606898,33.05597950165715,32.58629773771517,41.715636043879954
38,S,2,0.9,0.8,2.0,18.83553062398229,19.185245537632873,14.499147177920117,13.899405803692508,15.01773829878491
39,R,2,0.9,0.8,2.0,18.83553062398229,19.403518229754024,14.29017980692144,13.722702349963056,14.72787831808927
40,S,fro,0.9,1.0,0.5,53.03790522429895,43.13131591666805,33.412429664370016,32.877723673044585,44.10362256161194
41,R,fro,0.9,1.0,0.5,53.03790522429895,43.48787197606898,33.05597950165715,32.58629773771517,43.79382643821975
42,S,2,0.9,1.0,0.5,18.83553062398229,19.185245537632873,14.499147177920117,13.899405803692508,15.806147374633726
43,R,2,0.9,1.0,0.5,18.83553062398229,19.403518229754024,14.29017980692144,13.722702349963056,15.59737316996787
44,S,fro,0.9,1.0,2.0,53.03790522429895,43.13131591666805,33.412429664370016,32.877723673044585,44.10362256161194
45,R,fro,0.9,1.0,2.0,53.03790522429895,43.48787197606898,33.05597950165715,32.58629773771517,43.79382643821975
46,S,2,0.9,1.0,2.0,18.83553062398229,19.185245537632873,14.499147177920117,13.899405803692508,15.806147374633726
47,R,2,0.9,1.0,2.0,18.83553062398229,19.403518229754024,14.29017980692144,13.722702349963056,15.59737316996787
48,S,fro,0.95,0.5,0.5,75.2593586981937,45.93037140520818,37.955729668054744,37.52005097901234,59.61104104546559
49,R,fro,0.95,0.5,0.5,75.2593586981937,41.44489559260847,35.96945955848601,35.596956868163254,58.58135071277144
50,S,2,0.95,0.5,0.5,37.76452401816818,25.9741538230275,23.141639380091505,22.280320063065293,29.014827626038183
51,R,2,0.95,0.5,0.5,37.76452401816818,21.191490596539435,21.88273787807802,21.183223479860924,29.26098876413337
52,S,fro,0.95,0.5,2.0,75.2593586981937,45.93037140520818,37.955729668054744,37.52005097901234,56.576706319862275
53,R,fro,0.95,0.5,2.0,75.2593586981937,41.44489559260847,35.96945955848601,35.596956868163254,55.24989317961566
54,S,2,0.95,0.5,2.0,37.76452401816818,25.9741538230275,23.141639380091505,22.280320063065293,27.23189224455634
55,R,2,0.95,0.5,2.0,37.76452401816818,21.191490596539435,21.88273787807802,21.183223479860924,27.36659370788344
56,S,fro,0.95,0.8,0.5,75.2593586981937,45.93037140520818,37.955729668054744,37.52005097901234,65.42547380007726
57,R,fro,0.95,0.8,0.5,75.2593586981937,41.44489559260847,35.96945955848601,35.596956868163254,64.85435901225821
58,S,2,0.95,0.8,0.5,37.76452401816818,25.9741538230275,23.141639380091505,22.280320063065293,32.28969345193751
59,R,2,0.95,0.8,0.5,37.76452401816818,21.191490596539435,21.88273787807802,21.183223479860924,32.547579519078134
60,S,fro,0.95,0.8,2.0,75.2593586981937,45.93037140520818,37.955729668054744,37.52005097901234,56.84517663830151
61,R,fro,0.95,0.8,2.0,75.2593586981937,41.44489559260847,35.96945955848601,35.596956868163254,55.56946159462665
62,S,2,0.95,0.8,2.0,37.76452401816818,25.9741538230275,23.141639380091505,22.280320063065293,27.518579074594676
63,R,2,0.95,0.8,2.0,37.76452401816818,21.191490596539435,21.88273787807802,21.183223479860924,27.730085040999263
64,S,fro,0.95,1.0,0.5,75.2593586981937,45.93037140520818,37.955729668054744,37.52005097901234,65.50013338564419
65,R,fro,0.95,1.0,0.5,75.2593586981937,41.44489559260847,35.96945955848601,35.596956868163254,64.93368056085758
66,S,2,0.95,1.0,0.5,37.76452401816818,25.9741538230275,23.141639380091505,22.280320063065293,32.351035702197116
67,R,2,0.95,1.0,0.5,37.76452401816818,21.191490596539435,21.88273787807802,21.183223479860924,32.59976600778901
68,S,fro,0.95,1.0,2.0,75.2593586981937,45.93037140520818,37.955729668054744,37.52005097901234,66.38394389187513
69,R,fro,0.95,1.0,2.0,75.2593586981937,41.44489559260847,35.96945955848601,35.596956868163254,65.87518869121796
