,group,norm type,rho,eta,near factor,S or R,Sample,Linear Shrinkage,Nonlinear Shrinkage,Info Band
85,R,fro,0.99,0.8,2.0,211.66387261535434,35.181650186554684,36.93109307724037,39.088225131236875,206.0648416178833
86,S,2,0.99,0.8,2.0,164.8475212829634,26.740706614250538,33.627321125464356,30.59485631206582,160.15650261923395
87,R,2,0.99,0.8,2.0,164.8475212829634,21.488681881969534,25.900213706083772,25.66826351676236,160.06162662940056
88,S,fro,0.99,1.0,0.5,211.66387261535434,42.46280483931103,45.16820696966792,45.23552215888602,57.072135058624156
89,R,fro,0.99,1.0,0.5,211.66387261535434,35.181650186554684,36.93109307724037,39.088225131236875,51.30379607794851
90,S,2,0.99,1.0,0.5,164.8475212829634,26.740706614250538,33.627321125464356,30.59485631206582,38.83093795004574
91,R,2,0.99,1.0,0.5,164.8475212829634,21.488681881969534,25.900213706083772,25.66826351676236,32.96931957236175
92,S,fro,0.99,1.0,2.0,211.66387261535434,42.46280483931103,45.16820696966792,45.23552215888602,58.95382928251227
93,R,fro,0.99,1.0,2.0,211.66387261535434,35.181650186554684,36.93109307724037,39.088225131236875,53.39142697185433
94,S,2,0.99,1.0,2.0,164.8475212829634,26.740706614250538,33.627321125464356,30.59485631206582,40.09526230852759
95,R,2,0.99,1.0,2.0,164.8475212829634,21.488681881969534,25.900213706083772,25.66826351676236,34.4761851836518
