,group,norm type,rho,eta,near factor,S or R,Sample,Linear Shrinkage,Nonlinear Shrinkage,Info Band
33,R,fro,0.9,0.8,0.5,53.03790522429895,21.1554880495551,19.990631782872637,19.493832996361053,48.85384585835793
34,S,2,0.9,0.8,0.5,18.83553062398229,8.479240043777112,8.20014138586756,7.671738409947117,17.447469316623398
35,R,2,0.9,0.8,0.5,18.83553062398229,8.911590401037289,7.888837425800158,7.3442550655332415,17.379397933864634
36,S,fro,0.9,0.8,2.0,53.03790522429895,21.23296126349174,20.656024371702802,20.050878587749036,48.75349481833923
37,R,fro,0.9,0.8,2.0,53.03790522429895,21.1554880495551,19.990631782872637,19.493832996361053,48.704433207728016
38,S,2,0.9,0.8,2.0,18.83553062398229,8.479240043777112,8.20014138586756,7.671738409947117,17.418690613215304
39,R,2,0.9,0.8,2.0,18.83553062398229,8.911590401037289,7.888837425800158,7.3442550655332415,17.34648016348917
40,S,fro,0.9,1.0,0.5,53.03790522429895,21.23296126349174,20.656024371702802,20.050878587749036,49.356246037797895
41,R,fro,0.9,1.0,0.5,53.03790522429895,21.1554880495551,19.990631782872637,19.493832996361053,49.31575180342407
42,S,2,0.9,1.0,0.5,18.83553062398229,8.479240043777112,8.20014138586756,7.671738409947117,17.623206627680897
43,R,2,0.9,1.0,0.5,18.83553062398229,8.911590401037289,7.888837425800158,7.3442550655332415,17.564679707829995
44,S,fro,0.9,1.0,2.0,53.03790522429895,21.23296126349174,20.656024371702802,20.050878587749036,49.356246037797895
45,R,fro,0.9,1.0,2.0,53.03790522429895,21.1554880495551,19.990631782872637,19.493832996361053,49.31575180342407
46,S,2,0.9,1.0,2.0,18.83553062398229,8.479240043777112,8.20014138586756,7.671738409947117,17.623206627680897
47,R,2,0.9,1.0,2.0,18.83553062398229,8.911590401037289,7.888837425800158,7.3442550655332415,17.564679707829995
48,S,fro,0.95,0.5,0.5,75.2593586981937,21.93044590066101,21.357983064013617,20.883144609780555,73.2576772512632
49,R,fro,0.95,0.5,0.5,75.2593586981937,20.848894995835433,20.347477152266002,20.025116290845418,73.23913620232958
50,S,2,0.95,0.5,0.5,37.76452401816818,10.42069830232985,10.925152551851166,10.450323295310973,36.75805082250134
51,R,2,0.95,0.5,0.5,37.76452401816818,9.649182813811333,10.4035618968234,10.141422613674665,36.76452401816819
52,S,fro,0.95,0.5,2.0,75.2593586981937,21.93044590066101,21.357983064013617,20.883144609780555,72.17662703715347
53,R,fro,0.95,0.5,2.0,75.2593586981937,20.848894995835433,20.347477152266002,20.025116290845418,72.14665612549578
54,S,2,0.95,0.5,2.0,37.76452401816818,10.42069830232985,10.925152551851166,10.450323295310973,36.2031032156416
55,R,2,0.95,0.5,2.0,37.76452401816818,9.649182813811333,10.4035618968234,10.141422613674665,36.210462352419555
56,S,fro,0.95,0.8,0.5,75.2593586981937,21.93044590066101,21.357983064013617,20.883144609780555,72.29905214167341
57,R,fro,0.95,0.8,0.5,75.2593586981937,20.848894995835433,20.347477152266002,20.025116290845418,72.27162260928688
58,S,2,0.95,0.8,0.5,37.76452401816818,10.42069830232985,10.925152551851166,10.450323295310973,36.263054814299494
59,R,2,0.95,0.8,0.5,37.76452401816818,9.649182813811333,10.4035618968234,10.141422613674665,36.27405285338393
60,S,fro,0.95,0.8,2.0,75.2593586981937,21.93044590066101,21.357983064013617,20.883144609780555,72.18849674840149
61,R,fro,0.95,0.8,2.0,75.2593586981937,20.848894995835433,20.347477152266002,20.025116290845418,72.1591550257428
62,S,2,0.95,0.8,2.0,37.76452401816818,10.42069830232985,10.925152551851166,10.450323295310973,36.22586917081431
63,R,2,0.95,0.8,2.0,37.76452401816818,9.649182813811333,10.4035618968234,10.141422613674665,36.237757943714755
64,S,fro,0.95,1.0,0.5,75.2593586981937,21.93044590066101,21.357983064013617,20.883144609780555,72.6465160461287
65,R,fro,0.95,1.0,0.5,75.2593586981937,20.848894995835433,20.347477152266002,20.025116290845418,72.62042364437328
66,S,2,0.95,1.0,0.5,37.76452401816818,10.42069830232985,10.925152551851166,10.450323295310973,36.452593755372106
67,R,2,0.95,1.0,0.5,37.76452401816818,9.649182813811333,10.4035618968234,10.141422613674665,36.46821341192244
68,S,fro,0.95,1.0,2.0,75.2593586981937,21.93044590066101,21.357983064013617,20.883144609780555,72.6465160461287
69,R,fro,0.95,1.0,2.0,75.2593586981937,20.848894995835433,20.347477152266002,20.025116290845418,72.62042364437328
70,S,2,0.95,1.0,2.0,37.76452401816818,10.42069830232985,10.925152551851166,10.450323295310973,36.452593755372106
71,R,2,0.95,1.0,2.0,37.76452401816818,9.649182813811333,10.4035618968234,10.141422613674665,36.46821341192244
72,S,fro,0.99,0.5,0.5,157.83783849591055,24.880475809359613,25.489984209398585,25.43614609317842,156.39083309402585
73,R,fro,0.99,0.5,0.5,157.83783849591055,14.239438090184452,14.521751296339193,14.176240772958746,156.365236949759
74,S,2,0.99,0.5,0.5,139.0560071935269,19.2821835888051,21.296829080394144,20.702412659927667,137.591786863421
75,R,2,0.99,0.5,0.5,139.0560071935269,9.53995793324811,11.064315308219657,10.261883821628162,137.50841872382972
76,S,fro,0.99,0.5,2.0,157.83783849591055,24.880475809359613,25.489984209398585,25.43614609317842,156.90060251410006
77,R,fro,0.99,0.5,2.0,157.83783849591055,14.239438090184452,14.521751296339193,14.176240772958746,156.88461766872217
78,S,2,0.99,0.5,2.0,139.0560071935269,19.2821835888051,21.296829080394144,20.702412659927667,138.1072126627775
79,R,2,0.99,0.5,2.0,139.0560071935269,9.53995793324811,11.064315308219657,10.261883821628162,138.0560071935269
80,S,fro,0.99,0.8,0.5,157.83783849591055,24.880475809359613,25.489984209398585,25.43614609317842,156.90060251410006
81,R,fro,0.99,0.8,0.5,157.83783849591055,14.239438090184452,14.521751296339193,14.176240772958746,156.88461766872217
82,S,2,0.99,0.8,0.5,139.0560071935269,19.2821835888051,21.296829080394144,20.702412659927667,138.1072126627775
83,R,2,0.99,0.8,0.5,139.0560071935269,9.53995793324811,11.064315308219657,10.261883821628162,138.0560071935269
84,S,fro,0.99,0.8,2.0,157.83783849591055,24.880475809359613,25.489984209398585,25.43614609317842,156.36503005427565
85,R,fro,0.99,0.8,2.0,157.83783849591055,14.239438090184452,14.521751296339193,14.176240772958746,156.34016256262495
86,S,2,0.99,0.8,2.0,139.0560071935269,19.2821835888051,21.296829080394144,20.702412659927667,137.5694793707526
87,R,2,0.99,0.8,2.0,139.0560071935269,9.53995793324811,11.064315308219657,10.261883821628162,137.4931916236228
88,S,fro,0.99,1.0,0.5,157.83783849591055,24.880475809359613,25.489984209398585,25.43614609317842,156.59241447191366
89,R,fro,0.99,1.0,0.5,157.83783849591055,14.239438090184452,14.521751296339193,14.176240772958746,156.5719439388629
90,S,2,0.99,1.0,0.5,139.0560071935269,19.2821835888051,21.296829080394144,20.702412659927667,137.79786533076503
91,R,2,0.99,1.0,0.5,139.0560071935269,9.53995793324811,11.064315308219657,10.261883821628162,137.73556115277873
92,S,fro,0.99,1.0,2.0,157.83783849591055,24.880475809359613,25.489984209398585,25.43614609317842,156.90060251410006
93,R,fro,0.99,1.0,2.0,157.83783849591055,14.239438090184452,14.521751296339193,14.176240772958746,156.88461766872217
94,S,2,0.99,1.0,2.0,139.0560071935269,19.2821835888051,21.296829080394144,20.702412659927667,138.1072126627775
95,R,2,0.99,1.0,2.0,139.0560071935269,9.53995793324811,11.064315308219657,10.261883821628162,138.0560071935269
