,group,norm type,rho,eta,near factor,S or R,Sample,Linear Shrinkage,Nonlinear Shrinkage,Info Band
61,R,fro,0.95,0.8,2.0,97.80866615094735,65.01785359794182,54.14611571036095,53.18476236764524,86.53283811425837
62,S,2,0.95,0.8,2.0,38.50264813100928,26.050318681759496,23.367048085321848,21.68009632779652,34.059314218436704
63,R,2,0.95,0.8,2.0,38.50264813100928,25.717888999676816,22.54819407848903,21.17352844742902,33.985902739178954
64,S,fro,0.95,1.0,0.5,97.80866615094735,65.29960189213587,55.35048669046973,53.91557013025494,31.321371975157632
65,R,fro,0.95,1.0,0.5,97.80866615094735,65.01785359794182,54.14611571036095,53.18476236764524,25.633354912415314
66,S,2,0.95,1.0,0.5,38.50264813100928,26.050318681759496,23.367048085321848,21.68009632779652,12.41787819622802
67,R,2,0.95,1.0,0.5,38.50264813100928,25.717888999676816,22.54819407848903,21.17352844742902,8.404084724076958
68,S,fro,0.95,1.0,2.0,97.80866615094735,65.29960189213587,55.35048669046973,53.91557013025494,31.26256722206572
69,R,fro,0.95,1.0,2.0,97.80866615094735,65.01785359794182,54.14611571036095,53.18476236764524,25.54260546102301
70,S,2,0.95,1.0,2.0,38.50264813100928,26.050318681759496,23.367048085321848,21.68009632779652,12.3582921769289
71,R,2,0.95,1.0,2.0,38.50264813100928,25.717888999676816,22.54819407848903,21.17352844742902,8.368281884431717
72,S,fro,0.99,0.5,0.5,211.66387261535434,67.10433026151496,57.128009553975936,60.415745233071014,208.2531601224049
73,R,fro,0.99,0.5,0.5,211.66387261535434,56.05917331752119,48.0000267956646,46.745492312507295,208.14289099593958
74,S,2,0.99,0.5,0.5,164.8475212829634,50.19566014046288,33.704927834705956,38.62989397561378,161.8755809478726
75,R,2,0.99,0.5,0.5,164.8475212829634,39.006476100622784,31.506349149358204,28.994553366367864,161.86859954656603
76,S,fro,0.99,0.5,2.0,211.66387261535434,67.10433026151496,57.128009553975936,60.415745233071014,201.36637342337946
77,R,fro,0.99,0.5,2.0,211.66387261535434,56.05917331752119,48.0000267956646,46.745492312507295,201.02738201489316
78,S,2,0.99,0.5,2.0,164.8475212829634,50.19566014046288,33.704927834705956,38.62989397561378,155.81607978257995
79,R,2,0.99,0.5,2.0,164.8475212829634,39.006476100622784,31.506349149358204,28.994553366367864,155.7777035686445
80,S,fro,0.99,0.8,0.5,211.66387261535434,67.10433026151496,57.128009553975936,60.415745233071014,209.92109329162713
81,R,fro,0.99,0.8,0.5,211.66387261535434,56.05917331752119,48.0000267956646,46.745492312507295,209.86388637533264
82,S,2,0.99,0.8,0.5,164.8475212829634,50.19566014046288,33.704927834705956,38.62989397561378,163.3295496914491
83,R,2,0.99,0.8,0.5,164.8475212829634,39.006476100622784,31.506349149358204,28.994553366367864,163.33080019223073
84,S,fro,0.99,0.8,2.0,211.66387261535434,67.10433026151496,57.128009553975936,60.415745233071014,207.65697957648024
85,R,fro,0.99,0.8,2.0,211.66387261535434,56.05917331752119,48.0000267956646,46.745492312507295,207.5262312513836
86,S,2,0.99,0.8,2.0,164.8475212829634,50.19566014046288,33.704927834705956,38.62989397561378,161.36446607745233
87,R,2,0.99,0.8,2.0,164.8475212829634,39.006476100622784,31.506349149358204,28.994553366367864,161.35508933641825
88,S,fro,0.99,1.0,0.5,211.66387261535434,67.10433026151496,57.128009553975936,60.415745233071014,208.2531601224049
89,R,fro,0.99,1.0,0.5,211.66387261535434,56.05917331752119,48.0000267956646,46.745492312507295,208.14289099593958
90,S,2,0.99,1.0,0.5,164.8475212829634,50.19566014046288,33.704927834705956,38.62989397561378,161.8755809478726
91,R,2,0.99,1.0,0.5,164.8475212829634,39.006476100622784,31.506349149358204,28.994553366367864,161.86859954656603
92,S,fro,0.99,1.0,2.0,211.66387261535434,67.10433026151496,57.128009553975936,60.415745233071014,207.7088020480623
93,R,fro,0.99,1.0,2.0,211.66387261535434,56.05917331752119,48.0000267956646,46.745492312507295,207.57910392982822
94,S,2,0.99,1.0,2.0,164.8475212829634,50.19566014046288,33.704927834705956,38.62989397561378,161.4231588503951
95,R,2,0.99,1.0,2.0,164.8475212829634,39.006476100622784,31.506349149358204,28.994553366367864,161.42075390550772
